prov|kabupaten|ppat|ppats|kd|yd
 Nusa Tenggara Barat| Kabupaten Sumbawa|17|3|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|zEpwHq6yZ2fqmdPPfz0JX26GFIXT0N0vCiK5gT4mR8a/UDEEJD9WcV2whH662Sfa
 Nusa Tenggara Barat| Kabupaten Dompu|14|0|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|v0zPFcuEaUCqcrNOMzmln8vgThD6w3jsQvGHlyOC53WK9Ew2keTSTliHk6IwS39B
 Nusa Tenggara Barat| Kabupaten Bima|15|11|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|38a3i8fTq+8grdJYirhOC7FgE2Cn6RM4gkHBQfTzzs+qpfOA6lBe7KqUanD6Tydd
 Nusa Tenggara Barat| Kota Mataram|62|2|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|N8sRrVTw7Qxle47Y/HEk4coRP03DHdvghXUGWPzhDFIzz+scTZW91r6CN+6q6Y8w
 Nusa Tenggara Barat| Kota Bima|10|2|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|DQzSnyWyqdmSC4KxZm4/Dbb9BXzo2Jst8VheLvSzpUfGaCx7dHbKuouuhpur6B2C
 Nusa Tenggara Barat| Kabupaten Sumbawa Barat|9|0|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|0QSb1KGLa5rZUEkylvDzi8+UJJqLfm24n9wRXhlUsHCewdvJ4gFp/TSi6bpvr27N
 Nusa Tenggara Barat| Kabupaten Lombok Utara|15|0|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|9Uvj8KRyRT02J0LqW9kWoH2oHkr4BCBZiRs+c9NT/J1exggShHYN/7VkA11Brj7J
 Nusa Tenggara Timur| Kabupaten Kupang|13|1|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|DaoB5I7S/NgVgPgE591RwTgAi5FyWulXPYCN26GExsZTw0vQZhLzLqXhCQ5QWr4e
 Nusa Tenggara Timur| Kabupaten Timor Tengah Selatan|4|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|pBpquv/up6qTra5ifb9P/dwQEvWy+YIK6gtpxhEP0rojTdd/J2yEFYfXi0oA5a0J
 Nusa Tenggara Timur| Kabupaten Timor Tengah Utara|6|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|ka1/dIwD2w0Alrut22/X+9WoyAFGNscZRBLhhCkgt1J+K5pAR2kprxDnPTaLb0d7
 Nusa Tenggara Timur| Kabupaten Belu|7|4|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|ka1/dIwD2w0Alrut22/X+yYp7WSuCXFCp4qghE06LuMMh9oo0e/MRmFad8O9hBDf
 Nusa Tenggara Timur| Kabupaten Alor|3|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|flabeXxbLhS5XSn6fp2jny+JprYLG5xgNiZbeKY458Qyptuh+9IVecPiZVVqEuY2
 Nusa Tenggara Timur| Kabupaten Flores Timur|5|1|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|GmDvvVPNR+G20DBXQl9/I05KNm/pl2hTh6kNWnNHwQCJN5k1wvMUvlgMWIRSgE5u
 Nusa Tenggara Timur| Kabupaten Sikka|10|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|7RewN2jFxLdv4CmS8N1jp2LGuyE3o7Bx6U1KbkZifObIjx/ATdVmqdjwHMmFcOWV
 Nusa Tenggara Timur| Kabupaten Ende|4|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|FVIlbWSnAIi6Spq3Mctow4uBDKn+OmAAhwX7fXK1iWu1qxmfHmiUQVPUkJ04fazw
 Nusa Tenggara Timur| Kabupaten Ngada|6|2|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|+9f6TGI9wVOvHUvVTG1jzi2MFKU48szgjJTP7TRyvq9KshPwVckVt83f3CL0dov7
 Nusa Tenggara Timur| Kabupaten Manggarai|5|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|HVbVfCWgXkgr7+9UihCXu+I4Qx8mypS1Zu325Ojt3/1glJUHxEURg1pS439Ess9u
 Nusa Tenggara Timur| Kabupaten Sumba Timur|5|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|fJ4Q7JTtIqQtLJMONH/oxJYWCr81X7IoLZFK/sy/P29O9Fh/yfs547BM45rXfSEX
 Nusa Tenggara Timur| Kabupaten Sumba Barat|5|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|xriLq3uD6P7DE8K29yi25kYxGSQyb5eqQCqx4v+0Z+VLSqk6UeLeEWtp5TQyljhm
 Nusa Tenggara Timur| Kota Kupang|32|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|8PX4X9ZM8BoRL/egI6qMtiZoMhhNVClwlJ78mwZ1BOKZRgpoZRKh1UJ89XD2TtVA
 Nusa Tenggara Timur| Kabupaten Lembata|3|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|XwtVKm8b9wlO0ZilTICKoatGcn8qEjw7K05/CVQPkTKdeDdUWb0ozaupS1i+hjqK
 Nusa Tenggara Timur| Kabupaten Rote Ndao|5|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|a6wYaNkyIWCcixYz2z3e7Z26UwhVco1K5R3RhWYRSZ76ZIG4epXkWUPIMvmRBzVR
 Nusa Tenggara Timur| Kabupaten Manggarai Barat|13|2|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|lqgWJKt3YtTfTyCW27mXeEdfxcYrctXVB3vSGqXws6WWgRCEU3XVaXDyPKRV8VhD
 Nusa Tenggara Timur| Kabupaten Nagekeo|3|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|ECKNcQC6gbfsDE53maQFXT6SXavyrlrkhezjf7WjNh5UdznJWXhd1OlBV9bKGZsN
 Nusa Tenggara Timur| Kabupaten Sumba Tengah|2|3|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|yFGthU/Xpblcgl/heMj2qrQ6Vqk4dnMPaXjpnlhuWD3Dh4c0RwFAqfewY50cU/oS
 Nusa Tenggara Timur| Kabupaten Sumba Barat Daya|4|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|iuEMLziUxxr4KRS2eHHDMk47wY4V0kGU11Ds2riBKlPJJ78x5Ou7/URMkVDmvBYy
 Nusa Tenggara Timur| Kabupaten Manggarai Timur|2|1|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|Rh6lmuLwbabAivvCnW0vpsqzLE10oXh9GQvP9IEf31w/nuIPSt98A/grqLjVE3yw
 Nusa Tenggara Timur| Kabupaten Sabu Raijua|1|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|DaoB5I7S/NgVgPgE591RwV43INBxRDV3NytWl23CoWIHhd/7wLJotX1XmM7JvI+7
 Nusa Tenggara Timur| Kabupaten Malaka|2|0|aVvfw6MrgK9eXAXnXgXo9Dr7M7xXXGSnLHH/r2SaZl6ttk3LI/A8+ejITQ5SihaM|ka1/dIwD2w0Alrut22/X+9xWNZpU2qOEHCPNxXCu3TgoeXh5uitHlU3y6T/ePt2u
 Maluku| Kabupaten Maluku Tengah|8|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|Nxk3yDs3sGy81wCtms+T6ZUGqbc2tTgFY0S3nxzv7R+XdZ//oGdBZtk3RMw7Fxpd
 Maluku| Kabupaten Maluku Tenggara|5|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|sqa7UIkz7hgdUyQUo0gHpL0F/X2rjHnxWYa/JcdVdDa8K50egdWIQ53VBh6T56ht
 Maluku| Kota Ambon|31|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|rv5htrpeyRonf4FIbLkQW3rj3xh2o/hSfslOIHAD1ZkDUkbieegE2JqX2MPNCcxP
 Maluku| Kabupaten Kepulauan Tanimbar|4|1|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|Nxk3yDs3sGy81wCtms+T6aIGnVLtnpUIBaIqdaGKsAocb0O/BoBc/44/+jqfS16M
 Maluku| Kabupaten Buru|2|1|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|LfumLqODr86wAwwWrCFkwpHZcESyVshM89yCBlrABaxDp57Es51LxvASnm21I2O1
 Maluku| Kabupaten Seram Bagian Timur|1|2|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|FntNZ4wI5Q/9QjHU21Lyq/IFP1c4Jmdnh+i1j1HZIXtZXm5mGwfwhT/OmvL4lIhR
 Maluku|Perwakilan  Kabupaten Seram Bagian Barat|3|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|em8uSQlW1OGY0BG+/F5RbZSrCM5AGp44nMRmRvBFvnCPHsizLgCW+6Z8DMve+z+N
 Maluku| Kabupaten Kepulauan Aru|2|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|G0U6Xb66IG3HS4CkYlMyzq8NBqWTO6UxFWqhdGT6o0OqC5EufyQof80XwPZtnO++
 Maluku|Perwakilan  Kabupaten Buru Selatan|1|0|7EmSOaQ4TP1y5F55giCb+olZedUfEl0q/L7T590Upp1n798aAHwNezMl1KqerXfn|G0U6Xb66IG3HS4CkYlMyzojxOY3VZ011mYiWzambPJKxJvgC79MlUevP2imDNazF
 Papua| Kabupaten Jayapura|11|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|Hz8giOaj2Fk2UowKd743pEG6rH/Qki6KAKmhX/mzZUxfT48mtRCYVqO3zd9vN9l7
 Papua| Kabupaten Paniai|0|1|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|OauC72M82QkRb7cY8W+ULMDcBbQBu08uFm2Qd7I39/6q2aMUSWWs9ekU6pJi1+/Q
 Papua| Kabupaten Jayawijaya|3|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|Hz8giOaj2Fk2UowKd743pC3lANByv1maVDYYrRQcigMpZKenfVm63Q4EACSOKCLO
 Papua| Kabupaten Merauke|6|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|bQPOvIogfPcshTZCw0MdnNT6HKJGeG+Bm87xeR4d1ej5ZesYApwoG1vz464s4vrK
 Papua| Kabupaten Kepulauan Yapen|2|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|nY6H8Am0ObUxyJeVGyWzJRv9uK2oczB5EPvofr4ywZZ8vx8JKh1oVEz8TFIDo/05
 Papua| Kabupaten Biak Numfor|4|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|0wrCs9V/VsM26mGyUznvPs+GdBJU7yP5PQSF3bf0qLYpEXuBTLsemIVnO+igmS1v
 Papua| Kota Jayapura|23|2|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|/Bo449xVsElOyaxgejUHZDOCHB9TAfOQJ+lE9/ZfFPucIuXTOQ46jg0Coc9LRhik
 Papua| Kabupaten Mimika|8|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|PNCh+J2t2xhDrt07Pqx+QWCLu/zFrsWAp6VZTtodshzmvJ+hLYtMaR0lVpE5SiVX
 Papua| Kabupaten Nabire|5|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|pPj4qW1oIQr7GYDUXimWt7bTxmnhPjEjTDTtjjd23TAOs+MW1HQxxccJXRNmSlS8
 Papua| Kabupaten Puncak Jaya|0|2|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|ztCRnMydKAxC8aqiiEeexBF0rn+rMxZUHLwmiRDEFp4cRTf4erso5ABBA/OGpeIJ
 Papua| Kabupaten Keerom|3|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|sbJUMFpoIE5oYlAzdSqqgimDTPXg+S+3Y2VEYwptfSqz07JqmYqS3jjJ/1x9FP7A
 Papua| Kabupaten Sarmi|1|0|s5YKu6Al9xZw8ezHoYLelbFM3h4P6zboXnQpljo7hTyMn7KY8thOj6VbIS8Gozbt|D1RdGrY9Lapdrsqaub+eBdQyqgJ7KTH/BMAjsrkyzmvFNdcawrL7c1kabEcZPd4K
 Maluku Utara| Kota Ternate|24|2|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|QkiiSw2dlbIQfqc2r5veAFQlWrkt9qPfIJoQ4ydaPRCOPiFoKFn8FhSfsrV2CTq/
 Maluku Utara| Kabupaten Halmahera Barat|3|0|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|DTSJpN+iF/2fSQRDUhp9uvmnOiaZjDizgxsEKn5Ioj69JTeWWlLX1GK+J6dOh+VP
 Maluku Utara| Kabupaten Halmahera Tengah|2|1|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|NBN7yTHyYzupK1/T366nPM8MFuY+7i9jSuHtX9Za6ztDPAS4s9hnC+bbbxM+MeOE
 Maluku Utara| Kota Tidore Kepulauan|2|6|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|//5seQJ+j6xLgYDGlX67bnR9Y5v5xBns0TMK67r7+Xq0E096mg4G4n9lTVrrSIxH
 Maluku Utara| Kabupaten Halmahera Selatan|5|0|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|1RkF7Sc6979tvnRI9k5Fqci4aa2PbYpRo/OrGl7j/nnoHN6MMlbJZMKDGw+jLgYB
 Maluku Utara| Kabupaten Halmahera Utara|7|0|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|0qq/lYX6MH61HYUVApZUxCdFako2pA4n/iTKBA078VpYiB1ueLOmhgu1cseUHSLv
 Maluku Utara| Kabupaten Halmahera Timur|2|0|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|ot8OIDMpgyvxq+sOcmqowSgrsaCx5bIgyTQfIZLz69B+GU7jrwec5pt2avad6s7h
 Maluku Utara| Kabupaten Kepulauan Sula|3|0|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|NocKGc25tJkWxSC08JAi21c2aeVBKmN5eTkhDrIhf1/4YLACqfExMXsl0gBCYO0Q
 Maluku Utara| Kabupaten Pulau Morotai|2|2|GS+Cj2AJkiNrsJhml0JB0yop3LfLEv6/n5+ywDm0c8OKsDw3n0knO11R6pH5Q44S|S5siGTVt502nZ4epfq6YkLz3Opv/kYnq0W/1pUhm2i4PwMAWVEl38cZ3IZ7t/NZK
 Banten| Kabupaten Serang|138|19|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|hb5i1jSiE3Vrap2YM74wwwLiTxNn0nWZ/llwe8M7lG2szfFTSGKLn4cuqKnUhFVc
 Banten| Kabupaten Pandeglang|47|1|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|o8TYMH/mD9LhO/bN6fMh7/e/sgkqqhVOVCc6Mztf6t3ZPQLBpep5GnSa+9LLaY8l
 Banten| Kabupaten Lebak|61|26|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|Vojkf1eNl7SCW/uOVUIHZhf3KLR1clNomTL/g55M5vFmYsxqGkjYhzHprIMXdVkE
 Banten| Kabupaten Tangerang|400|23|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|zjCcw1k1v50mmoNVj8jPTpNr/BL6n7NkJu0lHjPQOfC6Mgo65ZWU3T1O/hOocuEt
 Banten| Kota Tangerang|224|18|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|cD+OObTEUHtq28zh0O/Jc5fJhZm8/9aL6/EWs+Wpr4pUSWZU41FPlrAsHdKen6H2
 Banten| Kota Cilegon|81|10|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|nfFPXBJZrV1NBOIhfmUIvkx6QGP1u5Bu9oBI/rSGFHJhD7pdyUzAor0DL5VO42bv
 Banten| Kota Tangerang Selatan|342|15|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|zjCcw1k1v50mmoNVj8jPTvVon1n5Fc/mctPMKORszZTYDK5G0nRFICCNlZsukqR0
 Banten| Kota Serang|71|7|mC8LTN6RRWa+r72nIcdzi5htEIIGwf/QUa9QfV5Hq5pSLx3x8xEIAarvRnfKRzff|xSfEbAmus7TP09hZ8ZQyKxRvCwQxmrY9HEsOunvsaNiAnRNVe1+BmSuH/bfFEaGT
 Kepulauan Bangka Belitung| Kota Pangkalpinang|29|0|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|Sgy6D2ZYl1UmMXRL1zHRe60B0XKUqwWsETUFiI5nbUgZsGY7zsIy5EoAwaVQUBhL
 Kepulauan Bangka Belitung| Kabupaten Bangka|16|0|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|QX6ohaMD8yMh5N5vRHX7u511xBzoJNbW9F7U2Hwv9aUkkEuasTs1aHlF2D3XQuOt
 Kepulauan Bangka Belitung| Kabupaten Belitung|17|2|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|79IKMj1/1ppiFsrPj0vtjj/tHFqRbuhdzpbmM09yWMxFkyzUhgfW1thE2yXh3UnI
 Kepulauan Bangka Belitung| Kabupaten Bangka Tengah|10|0|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|2r543iBKTmLda//A4kHbRUwMl+kgAYYFGDyMb9MR9Kk3NBeUEoZTlOcNIfOwNlV5
 Kepulauan Bangka Belitung| Kabupaten Bangka Selatan|5|0|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|mYhsB343iL4ws53YtLms1KBC9cSe32Ep1z9JVSc6oxau1fDaGPbMqgDtPpMYYvzX
 Kepulauan Bangka Belitung| Kabupaten Bangka Barat|5|0|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|HA/DbcQMvDBGGkEwZAd2ZUKAteXwbofFlNMphfUCNdbJABkEeEdLlrYkoM9a5lZi
 Kepulauan Bangka Belitung| Kabupaten Belitung Timur|7|3|ECVbdZAKX3jzqiBn2KxBDIbqROHqZvxvKUUuWXVecuc7vTx7Rp0PyICiN7f3FC7+|CBRDw0c+sSvAXLx5vpYNmnFtYOmhcyQCynjoXklrZvK2aaJrNEKjaFAKXUa+95Nx
 Gorontalo| Kota Gorontalo|26|12|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|P8Q/KIXJs+cLjzbkaBptvpG4PDk/T2GtyibIdMExg17pui0+Fasvg4HdOlyME1q9
 Gorontalo| Kabupaten Gorontalo|13|10|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|qdyiashBX4MB532zDwrYEpecvxRjVCj1PofpbagwY0Y1JCHZ8lQ8ZhKORVwZ9I3H
 Gorontalo| Kabupaten Boalemo|4|2|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|E636LcrQonupUu0HShjfUbkEG4oM60bOkKo9LyXfC2c1ST5BqqEVDDVSYHnc+cw/
 Gorontalo| Kabupaten Pohuwato|10|4|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|/zlWVmDVdrefho2lTbgK5gU1dqpqHYCD/jfC6AbXilv6Zk+txdEA3x+z2Dgzdpb1
 Gorontalo| Kabupaten Bone Bolango|9|4|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|/OtoRLruvSsy8EkN9jkISj3a8d8zUTdCyl05R1qPQB5xkV1rUTE5QeI6xnwtu61h
 Gorontalo| Kabupaten Gorontalo Utara|7|2|i3JV0cQ2IH8jzr/V6A1qduwvmxw2kCcYJ/kj4e0E8zkyY2CK6cVawQbrqVQRr33A|yMwtLQrLIlF2Wyq8m6GDFKNf43zdzeLOsoKBmRkNzpSWOqdgk8v6eUx4JL4sufLE
 Sulawesi Barat| Kabupaten Mamasa|3|1|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|X1//bsxDfg1Z+7eQNe2YknoN7K8FzPY+yfMU1+gGxlkvP6aT1+G/5nVzvHpm5P0s
 Sulawesi Barat| Kabupaten Pasangkayu|8|7|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|U4cWUTJ0gLkspu2db/PVBtk9az+RXxMNoGBAOXutDWnK7JlycaFjBBbcQ1Z+yzc3
 Sulawesi Barat| Kabupaten Polewali Mandar|11|11|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|DSV1jTIgioYXO+9OxxBfqfSASvrT33BAfU9AhPBBqghbVNW+908bOHiUJPpXM9bl
 Sulawesi Barat| Kabupaten Majene|6|7|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|Yl5NZ8qRLVEg6qJarR7Pww8G6BPwgdDynDMkVAVvZamKcfNH2TUEizrHUrpeeqnE
 Sulawesi Barat| Kabupaten Mamuju|21|0|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|U4cWUTJ0gLkspu2db/PVBrSzF6YqyLLJi7ZqwWnH7WqFORg0PiZKPbYFVIQV40dg
 Sulawesi Barat| Kabupaten Mamuju Tengah|10|0|VxvZD5lKzp45We/NQulDcba6lYm/3eHGqSWiH9UyT85lErUJL6LbWGJtV0A2muEP|WPeOW8BgaTvsZf+v49TtlvDS4S+aYNmEl6QeYtvb3FtTipQw5yEdrdqezC6t+LLR
 Kepulauan Riau| Kabupaten Bintan|26|0|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|I8X9o1cLHsi1bgRG6o3G4kKwCj1XD5m5apUmL1qSlcNsElP2KqlcLGXHdZ7z6BLp
 Kepulauan Riau| Kota Batam|133|1|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|wC1HJHYlJWTXRVwmZj7haDfHpaqUf9aro8nD6Yinz3dSuv/+PQh2KrGO9dXFblBQ
 Kepulauan Riau| Kabupaten Karimun|25|1|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|gn3peAEfgvXP0mzdePzX80vNwfVIt5NY1BSIWYKX1L/2kJvehFZHLmZanJlwiqnw
 Kepulauan Riau| Kabupaten Natuna|3|0|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|gU568HaEDDYlaISx0FyH7t1HGfGUF/MaIPPmmHE3mUH0LWhep1DSKwiUQthgB8gC
 Kepulauan Riau| Kota Tanjungpinang|46|0|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|ocA/rYXU1SN+VVOh8mxN2JI4TLPiOC8/5wMSrYE5rSC1NcgnEZVzKKJM4+edssmL
 Kepulauan Riau| Kabupaten Lingga|1|0|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|eWed+wHWVFoZLw98Cc+Ty5zAnu+tVN1lWdEzNv1mFcW9FjJhHzpsXs/BxboiF49R
