prov|kabupaten|ppat|ppats|kd|yd
 Jawa Tengah| Kabupaten Batang|52|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|rwHjswSalHdWO1nNhDf4GHB9zXHWRe1W+9/qzF9Fd0QwAakwkyQzTVfYoD5GzNny
 Jawa Tengah| Kabupaten Brebes|63|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|RacUBlftvojYB0HAT//xODEByK0IufQDbwlvBQeAmvWrUCpXhxxvc3Rs84PQUTFU
 Jawa Tengah| Kabupaten Pemalang|45|9|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|Yvbjm3jngjyWs1DqU3gkiGA51vsKvDPKmZmyTsSi7ij3KCOogYgNcYMJN51DBlcO
 Jawa Tengah| Kabupaten Tegal|90|23|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|7Gsfxqd5C6yf09GYQZ38VvUHiVWBmsp0akteX/k1xN0zapdJi++vv8TSFdEBrrTN
 Jawa Timur| Kota Surabaya I|166|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|+eiarsCL/RgzGj2Zt1BGjFwksq+ZkwtJhCXoBZikN/3MF+4Myb9ZkqNkLbbG6crn
 Jawa Timur| Kota Mojokerto|39|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|0jOVl/cnncjNvQrDOJeIeEZds7fMJJVsg32NXrcnkzaaDi1+v/cDn4EQihKMjszC
 Jawa Timur| Kota Madiun|23|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|YXDBLL+c/5Rcw3PGT7sAC87nD9GdqpJ9quYeNzZ7gLXg8jqEEBQjHIKZjYSKZG99
 Jawa Timur| Kota Kediri|41|3|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|t7BOQxDc3PdvviHHehW3ElWpbUuZ7K73aE8F8zuXLpuUwkco19hDjeVG+2DGE9io
 Jawa Timur| Kota Blitar|20|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|GGIl7BWiRJYN+yXedNqBojIdU5zVA57X/wRX70ulIIbqtwHA3vrIwMiVrDKMABJb
 Jawa Timur| Kota Malang|150|6|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|SC4hxWnW23wdCKq4Tiev8JyWpGz2rhb/T4+5beMmgEYUs153EOwMRqmFIaHAjDrP
 Jawa Timur| Kota Pasuruan|27|1|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|ZPFhOBmjYBnDjEa0W6Z6G045OIlfr+Wip5GnfPSNAxu2pj9c6UILvj1H10OCAwJ7
 Jawa Timur| Kota Probolinggo|24|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|WPss+QlTGRDG/mP4s3g9eYrabrXYuKmWjutroYGUfQMsC11UoE3Ik3nMVVcTXCnH
 Jawa Timur| Kabupaten Gresik|223|3|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|9yUPMySsHYhq44X0J/6X6AEJU+h68/HAnmDzbjtaazucLCbLk+WUlb0rNW4ZKojE
 Jawa Timur| Kabupaten Sidoarjo|253|3|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|dak5JZ0sKwiHlRBggrWTAS0jPQmfODb6cvNgOxltuJlFBcjXGB1aHJhFCcSFHr52
 Jawa Timur| Kabupaten Mojokerto|127|18|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|lCrDwX2s/gMWqY4sHDJwGW/Lpa4GphpwIL57x4hUg7dTJyzyxBM/kICL6JuVBqjR
 Jawa Timur| Kabupaten Jombang|78|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|jBdcRR7flgK/p2rjHsSSCxxBsh7d/yxzuF3A2TRoqRUpqfQy+tLD0tzeDemL8ki9
 Jawa Timur| Kabupaten Bangkalan|30|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|0+0nKJrnxibz4+gaqwGBDSXFJgfRygcIlJ4U9F9ElYFHBX74eouhmMrHYaIoCpcF
 Jawa Timur| Kabupaten Sampang|12|3|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|QZjlTBwDnw4faTQf61snlI1wwPjl2uYUobz+nvpcIisre/SelTidHHHLyNyi0tiC
 Jawa Timur| Kabupaten Sumenep|18|6|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|6C/c3RSQmxIoLLY2A67yK1K01okSlF9CmqG3VcyzCnNziwEiRrGEenYLLLRpZCvB
 Jawa Timur| Kabupaten Pamekasan|18|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|J8WMdEgYZZKCWlyBE1ZRDOR5DAFJXRf2AeRWhOPqxuEB//L+VS80jp/GxMSL0mhT
 Jawa Timur| Kabupaten Bojonegoro|44|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|nOq5U6438N71yeh2VEbPTRv0wZywOotHTCY6C+8+yOpj7xGzTa8oCmtRjwwl0HTi
 Jawa Timur| Kabupaten Tuban|45|12|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|+SKj5qrpGfzR40xSQoOsJ2yiGY6OPIQxMVlQulLv8MpkdlqrNErfWmRJhOxDrhYf
 Jawa Timur| Kabupaten Lamongan|69|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|xNrx8rWlic1cLHUz+3/3JlG10s0FbWkbMdcj1w1r8gwKZCxfxm3gSExtR0FgOj1I
 Jawa Timur| Kabupaten Madiun|38|4|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|e8XaVxqFq8D89F1x9Xa/YoVpJq/lhXKJgNjvTACCJ8Yku+MULqupnsNRxH6kfRnV
 Jawa Timur| Kabupaten Ngawi|23|16|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|0sdjCk65WKvZNgLijpaiKVWau89AwEJiqsBNobbl7+9yafcEmo+hBiUo3H8cuyGN
 Jawa Timur| Kabupaten Magetan|30|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|YLp2hLZZ3N9fc698dL73fFXo2xvUN0YmtxMHFWd2fpHjqGPzEUF7lgEK5DMWGD4C
 Jawa Timur| Kabupaten Ponorogo|34|17|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|dpbcxoYTwxaYuu6RrUiPT7bWWJ2uo8UmiN4hmpgUHz8F3f38Xc4iDlQ+B9HXFxcg
 Jawa Timur| Kabupaten Pacitan|8|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|9WvsMs6o0OkJC9c0IaNc/5UBP3No1brUjR3BKCwhNhcoXa9rxwSX+Nu7a/5VSHGh
 Jawa Timur| Kabupaten Kediri|78|16|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|55WzlU7VqeHEF6i7ek5mVZavvmp3H3exZ65Ssk1e50C3TPKLdaTPkeYcQD5GmpMO
 Jawa Timur| Kabupaten Nganjuk|32|4|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|Q5WTuiVYZDiYtx4LUJuRR8nYttlDInPzK53Rdxi6jmlqUgpcourKYdtcNEcv9G0z
 Jawa Timur| Kabupaten Tulungagung|46|16|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|MM19qJKEvnpWVbkvYtUg9YkNB4Aotoo9Hnt00FPBBIq6p8cm0AAyHAjvTVVMkOiw
 Jawa Timur| Kabupaten Trenggalek|18|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|+sENXUF8mnHFUqqihWmYzxk5v6d0WIxKsI/PrYbZ9lP/GVBBef0VamzbvrQrU+gd
 Jawa Timur| Kabupaten Blitar|29|16|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|sI3jQzyb3kqe5A+0wyOHZ0R0ZQuqI+0+N/0h+CXgUFC6syp8Um33KFqdiIFDBlOZ
 Jawa Timur| Kabupaten Malang|192|2|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|B9npSRRhNMw3nelucSF8Rm1EgEV0noqn1UZhYB7GDGOcZOM1Z4Cjgr/8XZUtWnxj
 Jawa Timur| Kabupaten Probolinggo|32|21|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|IA9ICH4gwFiDcNWG8T1uPvJR76Fn4WU/wgIPrMlYnoW99y3RTeVjRLVVzlQex9Lg
 Jawa Timur| Kabupaten Pasuruan|109|12|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|6CxGHCxBYyz5q+nm16Nn51BmC33dss28nfo3wRNcOl2zG/g0ron414mnjGlL+bxs
 Jawa Timur| Kabupaten Lumajang|31|36|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|aBKxy6sNpZjHjW4+MncOD3VMc0M3DLhL75Nl0OxtJ1liW6gNA4bUC+sXaXwQ0l/a
 Jawa Timur| Kabupaten Jember|91|8|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|5PFWxDLvUxyOvIkStYWOLZKs2mle/RDb8QJXLwBT4nHe/Wxv+XU7CiQb08DNNB16
 Jawa Timur| Kabupaten Situbondo|24|0|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|dtDj79QpdzNziG9wassmtczFlJ6dJKsA/HQdauX8aQj8caRwCkIxvaHYZYyr3tnl
 Jawa Timur| Kabupaten Bondowoso|16|8|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|U5MUb6kjm8vE60VpI+e0bbE/dh2oObl9QQt+Tf/FcNJpGd7+v0hPSLquv5t7HMO/
 Jawa Timur| Kabupaten Banyuwangi|90|6|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|eWhd6cBiube5i/sNzPsUbF9fAhXFzAUuwQRED+/OR1eJqdT++YE93luNpW8bTWrr
 Jawa Timur| Kota Batu|30|5|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|G2BLglBW66gsquJwsFY/8/ZJmjtmgwGyxCVXhw66U6Ci1cVvwyN9EHEubn7Bh2M1
 Jawa Timur| Kota Surabaya II|123|12|CCqkmxGyWAyFdx8nrs+lr5S2lZ0oHHeC/tOSxEEig6Zhokvi8LvWnq6Cdp9xg6ne|S8++SayZzTDlbcSmREDmgueRRnBHAnSi8BkGXHgmOCUhPdLbH/J0qpDc0MI/BmM4
 Daerah Istimewa Yogyakarta| Kabupaten Bantul|136|5|B7H4MHRAHpo7uH3q/LrTjsb+46oeL3rUpkda9IZZCoO3tGh3o0eSTO0r6/dHD1QH|TNqPDrVBjC/Mhtwn0lSBHQ83zbWilvt6/Dz+BDZW9pZFTu1YUV2S4KcfzGy+PaCL
 Daerah Istimewa Yogyakarta| Kabupaten Gunungkidul|70|9|B7H4MHRAHpo7uH3q/LrTjsb+46oeL3rUpkda9IZZCoO3tGh3o0eSTO0r6/dHD1QH|vKDNEvOSqOwOm3Wldt5Ydpq36oYfNQWpQoIIrYWGB0hjL/m1drBPAnAtVQIruLRi
 Daerah Istimewa Yogyakarta| Kabupaten Kulon Progo|102|0|B7H4MHRAHpo7uH3q/LrTjsb+46oeL3rUpkda9IZZCoO3tGh3o0eSTO0r6/dHD1QH|1Dv4oY21i6YL2Yj++tOC/v73bMhPPvhlsINAfsqZJfl5/eRYDHc0k5/wC+rNqVgo
 Daerah Istimewa Yogyakarta| Kabupaten Sleman|194|3|B7H4MHRAHpo7uH3q/LrTjsb+46oeL3rUpkda9IZZCoO3tGh3o0eSTO0r6/dHD1QH|NGRv+qO/bbeIZys3y2wE6ru0HB3KG7i/7X81CPZ1DVMDXqsmqLarzoXJJf1UHGsE
 Daerah Istimewa Yogyakarta| Kota Yogyakarta|72|1|B7H4MHRAHpo7uH3q/LrTjsb+46oeL3rUpkda9IZZCoO3tGh3o0eSTO0r6/dHD1QH|j6Sf2RLJS//dVbeUjQWrgwM3i7lEvl+tL4+N8MYUMfnSvPUoGwmZlrIXhF4fKpSo
 Kalimantan Barat| Kota Pontianak|96|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|MPBY50cxcsjk9qXT25XiQoKHjsd8r9NP8spt6Anp8dojQI48AqdtfRWztw+J1nw8
 Kalimantan Barat| Kabupaten Mempawah|17|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|tUANpUYVpKAyuH9CN0OvvJDnZQ3IrD6K1AvSALYxmf9INqXhpY9RdU2aVtzGRYiz
 Kalimantan Barat| Kabupaten Sambas|12|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|6G8j2D+I6drl04CSRYlmH9vpfHNbvLPB6SAWX58MD3Q1PU5nTJv2ifFtpi7eJNu7
 Kalimantan Barat| Kabupaten Sanggau|11|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|z6BBhxOGDyRaEv70n86szMslPfSVpr6+DB6XZsM0maw7pQ0maM6xCmC22MKCOuP4
 Kalimantan Barat| Kabupaten Sintang|17|1|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|hdxQJSTA3q06+uKrF37zC1QTjGPWGPvSrh/wLs29aIfluX7NNke5y3eHrz+4caU1
 Kalimantan Barat| Kabupaten Kapuas Hulu|6|1|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|BmqxQS2tCRIMPY8x5pyqoBKuic6cv1hh+zMQwN/heQcOlp9H+86pi53JvNcv9v9h
 Kalimantan Barat| Kabupaten Ketapang|13|2|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|uOcD2N4aap7VXNSEL1zWdelWkws1ZRfXsSkuGKOZeSQM1q7AtraaVcXTxAksSymZ
 Kalimantan Barat| Kabupaten Landak|7|1|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|8/LpJoyYbe2p826snYgrzIkFGfIgGMFTfKyCkK9sXZNSLtYfCa2RPRUmDkg6A2Qb
 Kalimantan Barat| Kota Singkawang|20|1|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|rPLUlAnwVC3TK8/lnFllmTcs6M5uppLeO0oW5P7T1/6bgf1bYYhm0Q2k3jG2sbaR
 Kalimantan Barat| Kabupaten Bengkayang|12|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|KqWYg/UBkoYd13B1Imlng0Pf2vsL1tw3aL1IJXslzgssZclPK5J5uzdvqmf56i9q
 Kalimantan Barat| Kabupaten Sekadau|9|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|NuocyQl9BlerIivHtbEt019QydlrvunDUudZ7pa0Wczh0yQTg64aw8Za/0uhMaop
 Kalimantan Barat| Kabupaten Melawi|14|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|vaM8VwY3PeOHzf+haYZiGM7CR/RycRHlJMOWhfAD6b+Qg3GqdWZRcTBDw74AHJNr
 Kalimantan Barat| Kabupaten Kayong Utara|2|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|ueeYG1EEFIwIk0RHJHjf33FHxv5xwZ2Y778ZLKxrI9UNeOSeM1zx7UIjA2KF5sQ7
 Kalimantan Barat| Kabupaten Kubu Raya|64|0|p8NEh3l6Y/Px8D1deap6At6ZXTTjg9P0qlr/ZeXHSWiWbPOL/WoqNC9G6hEFWd+5|mrqGDK+D2m8cp9K5BXEB6eGlvC87zLalvW0kPIgtlg+Zm2CN+bFoO+wWIXR2kltV
 Kalimantan Tengah| Kota Palangka Raya|40|3|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|v1FDv7Pp9BTLS48IZnkHyv++euRshBoKU4FU1rIjWsivB3PfV43rnstOWPQte9UC
 Kalimantan Tengah| Kabupaten Kapuas|11|2|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|gKG6VemnAG3QinmrXAn1Hfgkxc9ij8dCgU563DyrRLqky26Jwiu85cWs8aFanc1F
 Kalimantan Tengah| Kabupaten Barito Selatan|5|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|ihplJaqv6QgbS3gt3M/NrsAL81swI6DTomphAbNxm24HK5ZHgEH2svOsq7mtkSp+
 Kalimantan Tengah| Kabupaten Barito Utara|5|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|iZ4t5uoxybdPJGjSMGQkSUcJms2knAC3IsjRgPuuG2Z76ZkuqK5Vro98LZyRxBwM
 Kalimantan Tengah| Kabupaten Kotawaringin Timur|29|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|OTvRGRGV56pHKjps7vjDwMvMiEcGdc9Mxh+JC0tAxdOeHlySHaFpxVGjxjBHcRY2
 Kalimantan Tengah| Kabupaten Kotawaringin Barat|23|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|JOtmt6eooi3Tl6Zl4/oQK4EWbUfulIVu71lDmjQ0Qz/G/HxcMrWVjHgS5iM9X/I9
 Kalimantan Tengah| Kabupaten Gunung Mas|7|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|+dN3NnHTm0MV2sMZc0TWtoiAOBwt4qhhA3aPnzEzw7NCkLb9u2WM3mByBTH0q3R0
 Kalimantan Tengah| Kabupaten Murung Raya|3|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|8DE9FkiFP8k9qQyG+RGSmcbobSXA/JMqBzmDDWN+13rEBi14C29twf1axR/ayIqk
 Kalimantan Tengah| Kabupaten Pulang Pisau|5|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|HaKAWqJSWWY01T0fvx6ZXBcqhgSUC/65k3ZMQLjsuHPicE7Uo5lp+KpG7De3RfPB
 Kalimantan Tengah| Kabupaten Katingan|6|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|jHY76TplE63+BNymw4Mium+BCWASa7tHMMHcsZVfYS/NRQAoKrLlfRNLcCQRr2+8
 Kalimantan Tengah| Kabupaten Seruyan|3|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|o2vaD47OhoXYMv8feHd+6DbCPMLiF2T9h0ubQvuVDFrfHRM5CfQmBgI/Aqtdg0c0
 Kalimantan Tengah| Kabupaten Lamandau|10|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|9JV575l9vUb/RCbTJLga3YgXH9n6FUjCCqEWPdXMKiEA3Hn4a3DUuFihOEOawwbK
 Kalimantan Tengah| Kabupaten Barito Timur|5|0|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|7OctDFfPwfm6S1d7I6zRmqK2oiw1WhFB0bxBwTjzPrmyUQsZuSgZw5ie5iJZANk8
 Kalimantan Tengah| Kabupaten Sukamara|4|2|1PNaaqgdHo8C4CPIsKHeyQ6eUt8pBsHtf7sE1/HWLLGeAPiMDY4DqxpLrjCxEYwr|fbUFW7KN6RwqQEwtbY7a8uHvqADO5sjtZGlO/Z6VrYGN9gcUQA6afpAf/a0e3Ttq
 Kalimantan Timur| Kota Samarinda|105|4|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|Ako+8kX5p+LPMf2xnZQs1n+bH7E/ty/7VR/mpWj/EfyYBOI9GXaCRAJIpAXu0JcG
 Kalimantan Timur| Kota Balikpapan|92|8|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|Cwn9MTjdnZyySFqzBe5/PBqPkOS8uTqiS33KQtYfSsf3E8Yr7I3fQ7gIIMx6geI7
 Kalimantan Timur| Kabupaten Kutai Kartanegara|31|1|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|NMLuzFUZCc7kwAokzmnyD1cOW5V/+fnH/+IYMShyECt9d2diI5eDYiQbr1ZWcFlC
 Kalimantan Timur| Kabupaten Paser|8|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|X+lY0eH+F57SME3SGlUe5q1MP1pTl87WBJ2wOtVvuEMtx2pRwqdCQbx/X4G4Kq67
 Kalimantan Timur| Kabupaten Berau|14|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|SsQmeaK/1pDLZDUqLxtNDoGdFv5L0+ZuuNDHvfim04YVwggTHPBD9Slz9LqfRSST
 Kalimantan Timur| Kabupaten Bulungan|18|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|gThKpVAWtMa8Ph8gHdx9mFEWwjs1uhTwsqVT/4EctWbBqjM2cskvOp8cR7p4wTiE
 Kalimantan Timur| Kota Tarakan|18|1|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|rb0bTbTiAv29dP28meKINPWCb0bi+mCjfAmA3n1keztCgFHuiELTWDP6pHxRZpnn
 Kalimantan Timur| Kabupaten Nunukan|8|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|0s0iowyYQj1J7VWoqTCwguA1vzlLAKLzhT2WEUK4NuYiiTMZwRUasIHzr2uxIhbr
 Kalimantan Timur| Kabupaten Kutai Timur|12|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|pFroWvmeL/zMBJZUN//mv226SNuJsjDpyi4vA7LUb7o7wuaKoabyQGNJqzrKAehe
 Kalimantan Timur| Kota Bontang|17|1|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|OygtBOJ6mQMOQ8d/lP4HxMS+x4QpyGIOt33KNzc7GkyAoweOla85+LeKZG9orgAs
 Kalimantan Timur| Kabupaten Kutai Barat|3|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|pFroWvmeL/zMBJZUN//mvysF8uIt5msUB1hq/cn6IvaQAWk9DYb8tHncnytc0f27
 Kalimantan Timur| Kabupaten Penajam Paser Utara|10|4|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|4vheHFbJT9YU05D7YoooUfTsvZ9ajehrFzJrRws9yY37hiw9JXtIB+RRTHHCcOEC
 Kalimantan Timur| Kabupaten Malinau|4|0|FtKvowRNSe7VzErovR68Z6My+vukIvicH6jXCnLQZIZAD4AASVeX8kKxF5hS29g8|FsrvRsFcqtByocburXtyaq5jiEwxHKQ6cM1uS+YXIKrrjLT+WD9kn2KCii2Tk1l/
 Kalimantan Selatan| Kota Banjarmasin|83|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|+C3rNHDJ0gs+WOYs8E7F7u1MT2yJD2kuH2OQCgfUF7CxzcQIN+iZ5a0zwbNzMY3L
 Kalimantan Selatan| Kabupaten Banjar|47|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|7t/bqmS/AWG1at6ZzW54cVYFuDvC7e11qhREU4AQCr32HiVxHn6deo8rGmFvgtkY
